,ASMT,ASMTWithDa,Acres,LandUse1,TRA,floor,Notes,Shape_STAr,Shape_STLe,geometry
84,009770015000,009-770-015-000,0.24,111E,003002,0,WAS PTN 009030012,12067.9180342,441.323577945,"POLYGON Z ((6429646.180000007 1946758.25 0, 6429629.629999995 1946740.1400000006 0, 6429567.219999999 1946673.6099999994 0, 6429566.390000001 1946672.7199999988 0, 6429564.620000005 1946672.8100000024 0, 6429561.288755162 1946671.4840847456 0, 6429557.7895104345 1946670.7027206756 0, 6429554.210666682 1946670.4856472684 0, 6429550.64263566 1946670.8383484143 0, 6429547.175555966 1946671.7519138807 0, 6429543.897015877 1946673.20326441 0, 6429540.889840628 1946675.1557347656 0, 6429538.230000004 1946677.5600000024 0, 6429517.670000002 1946699.5300000012 0, 6429505.400000006 1946712.3299999982 0, 6429487.099999994 1946727.1099999994 0, 6429584.230000004 1946820.4899999946 0, 6429646.180000007 1946758.25 0))"
85,009770017000,009-770-017-000,0.3,111,003002,0,WAS PTN 009030012,13822.3958,489.188244861,"POLYGON Z ((6429526.620000005 1946907.0600000024 0, 6429531.5 1946907 0, 6429537.25 1946890.75 0, 6429426.129999995 1946781.9200000018 0, 6429360.930000007 1946834.8599999994 0, 6429459.310000002 1946934.799999997 0, 6429514.620000005 1946936.6899999976 0, 6429526.620000005 1946907.0600000024 0))"
86,011022011000,011-022-011-000,0.46,11,001000,0,0110221100 CONVERTED    12/01/87,20011.2753,566.410341293,"POLYGON Z ((6394598.790000007 1977680.7399999946 0, 6394678.170000002 1977631.4599999934 0, 6394600.140000001 1977506.2699999958 0, 6394484.859999999 1977576.8700000048 0, 6394563.150000006 1977702.8599999994 0, 6394598.790000007 1977680.7399999946 0))"
87,011022014000,011-022-014-000,0.47,11,001000,0,,20396.3966,710.233317793,"POLYGON Z ((6394254.709999993 1976942.9399999976 0, 6394222.349999994 1976889.650000006 0, 6394217.430000007 1976881.5600000024 0, 6393975.180000007 1977027.9099999964 0, 6394012.650000006 1977089.7399999946 0, 6394254.709999993 1976942.9399999976 0))"
88,011022034000,011-022-034-000,0.28,11,001000,0,0110223400 CONVERTED    12/01/87,12338.2867785,458.307240419,"POLYGON Z ((6394695.099999994 1977159.049999997 0, 6394640.519999996 1977068.7199999988 0, 6394536.430000007 1977067.8199999928 0, 6394535.863013524 1977074.9200528995 0, 6394534.263488822 1977081.8607838172 0, 6394531.665840142 1977088.4928608893 0, 6394528.125956658 1977094.673593036 0, 6394523.719999999 1977100.2699999958 0, 6394636.530000001 1977192.4099999964 0, 6394695.099999994 1977159.049999997 0))"
89,011022036000,011-022-036-000,0.18,11,001000,0,0110223600 CONVERTED    12/01/87,8165.00493437,357.944883729,"POLYGON Z ((6394577.950000003 1976965.1400000006 0, 6394536.719999999 1976896.900000006 0, 6394466.079999998 1976939.849999994 0, 6394463.328073347 1976941.334399914 0, 6394460.86857705 1976943.2650530103 0, 6394458.773122698 1976945.585745682 0, 6394457.102722308 1976948.228907794 0, 6394455.9060118655 1976951.1175800725 0, 6394455.21783523 1976954.1676548803 0, 6394455.058229604 1976957.2903251252 0, 6394455.431842121 1976960.39467 0, 6394456.327794546 1976963.3903022653 0, 6394457.719999999 1976966.1899999976 0, 6394486.900000006 1977013.150000006 0, 6394487.496637495 1977014.67679606 0, 6394488.311396758 1977016.0992059265 0, 6394489.326547823 1977017.3862765534 0, 6394490.519999996 1977018.5100000054 0, 6394577.950000003 1976965.1400000006 0))"
90,011022037000,011-022-037-000,0.28,11,001000,0,0110223700 CONVERTED    12/01/87,12365.2570305,442.737859613,"POLYGON Z ((6394440.269999996 1977090.7600000054 0, 6394437.347201101 1977084.179353109 0, 6394435.415565158 1977077.2427509478 0, 6394434.516413087 1977070.0985790219 0, 6394434.668979251 1977062.8996630951 0, 6394435.870000005 1977055.799999997 0, 6394437.001845987 1977054.6294996522 0, 6394437.918165955 1977053.2835783688 0, 6394438.592268865 1977051.8014408413 0, 6394439.004519097 1977050.2262595405 0, 6394439.142908413 1977048.6039171657 0, 6394439.003405737 1977046.9816701477 0, 6394438.5900745755 1977045.40677214 0, 6394437.914954652 1977043.9250975894 0, 6394436.997711211 1977042.5798054815 0, 6394435.865062198 1977041.4100821835 0, 6394434.549999997 1977040.450000003 0, 6394392.969999999 1976972.2199999988 0, 6394305.049999997 1977025.849999994 0, 6394330.769999996 1977068.1899999976 0, 6394369.439999998 1977131.8700000048 0, 6394440.269999996 1977090.7600000054 0))"
91,011032006000,011-032-006-000,0.36,11,001000,0,,15512.29755,510.771408282,"POLYGON Z ((6395134.549999997 1976552.549999997 0, 6395126.099999994 1976538.150000006 0, 6395088.140000001 1976473.4699999988 0, 6395083.939999998 1976466.299999997 0, 6394951.230000004 1976548.8900000006 0, 6395002.280000001 1976633.9099999964 0, 6395134.549999997 1976552.549999997 0))"
92,011032007000,011-032-007-000,0.36,11,001000,0,0110320700 CONVERTED    12/01/87,15533.5022,510.302480819,"POLYGON Z ((6395185.480000004 1976639.349999994 0, 6395166.590000004 1976607.150000006 0, 6395134.549999997 1976552.549999997 0, 6395002.280000001 1976633.9099999964 0, 6395053.790000007 1976719.7300000042 0, 6395185.480000004 1976639.349999994 0))"
93,011032028000,011-032-028-000,0.27,10,001000,0,WAS PTN 011032010,12207.6918,504.622581445,"POLYGON Z ((6395132.840000004 1976236.8799999952 0, 6395134.310000002 1976081.5199999958 0, 6395025.870000005 1976145.0600000024 0, 6395084.859999999 1976245.6099999994 0, 6395117.390000001 1976288.0900000036 0, 6395132.840000004 1976236.8799999952 0))"
94,011043017000,011-043-017-000,0.15,11,001000,0,0110431700 CONVERTED    12/01/87,6599.8428,342.610024348,"POLYGON Z ((6396085.049999997 1976049.6800000072 0, 6396054.329999998 1975999.9300000072 0, 6395958.090000004 1976058.7399999946 0, 6395988.849999994 1976108.5699999928 0, 6396085.049999997 1976049.6800000072 0))"
95,011043035000,011-043-035-000,0.32,11,001000,0,0110433500 CONVERTED    12/01/87,14140.922,528.086670538,"POLYGON Z ((6395565.609999999 1975572.5199999958 0, 6395467.010000005 1975410.6700000018 0, 6395403.290000007 1975449.7800000012 0, 6395501.890000001 1975611.2800000012 0, 6395565.609999999 1975572.5199999958 0))"
96,011043055000,011-043-055-000,0.28,11,001000,0,"WAS 011043044,045",12218.23905,444.305149711,"POLYGON Z ((6395240.780000001 1975928.6599999964 0, 6395266.709999993 1975971.099999994 0, 6395370.340000004 1975906.650000006 0, 6395344.439999998 1975864.299999997 0, 6395318.209999993 1975821.4399999976 0, 6395214.359999999 1975885.4399999976 0, 6395240.780000001 1975928.6599999964 0))"
97,011044001000,011-044-001-000,0.17,11,001000,0,0110440100 CONVERTED    12/01/87,7371.96095,362.715755567,"POLYGON Z ((6395788.359999999 1976505.5300000012 0, 6395803.469999999 1976496.25 0, 6395740.909999996 1976394.0199999958 0, 6395689.239999995 1976425.799999997 0, 6395718.980000004 1976476 0, 6395750.310000002 1976528.8900000006 0, 6395788.359999999 1976505.5300000012 0))"
98,011044010000,011-044-010-000,0.23,11,001000,0,,9840.0353,453.757011253,"POLYGON Z ((6396065.329999998 1976336.5199999958 0, 6396094.920000002 1976386.2699999958 0, 6396238.700000003 1976298.2600000054 0, 6396208.340000004 1976247.7199999988 0, 6396111.769999996 1976307.6899999976 0, 6396065.329999998 1976336.5199999958 0))"
99,011050016000,011-050-016-000,0.33,11,001000,0,0110501600 CONVERTED    12/01/87,14429.9203,480.69495801,"POLYGON Z ((6397543.959999993 1975222.4899999946 0, 6397484.680000007 1975112.5400000066 0, 6397383.180000007 1975171.700000003 0, 6397440.840000004 1975278.1899999976 0, 6397543.959999993 1975222.4899999946 0))"
100,004493007000,004-493-007-000,0.2,2122,002000,0,,8618.15855,378.668410234,"POLYGON Z ((6475904.180000007 1870134.7099999934 0, 6475918.599999994 1870132.9899999946 0, 6475905.340000004 1870020.8299999982 0, 6475829.219999999 1870030.1099999994 0, 6475829.620000005 1870034.2399999946 0, 6475843.730000004 1870142.7199999988 0, 6475904.180000007 1870134.7099999934 0))"
101,004502001000,004-502-001-000,0.49,51,002000,0,0045020100 CONVERTED    12/01/87,21297.32335,597.798404505,"POLYGON Z ((6475250.609999999 1869611.6700000018 0, 6475309.810000002 1869603.4899999946 0, 6475296.170000002 1869487.5799999982 0, 6475236.239999995 1869495.5 0, 6475115.780000001 1869511.0600000024 0, 6475131.25 1869628.8700000048 0, 6475250.609999999 1869611.6700000018 0))"
102,004520017000,004-520-017-000,1.25,51,002000,0,0045201700 CONVERTED    12/01/87,53363.3228408,936.166144075,"POLYGON Z ((6475456.540000007 1866906.5100000054 0, 6475456.590000004 1866811.1299999952 0, 6475456.627486324 1866808.3060563768 0, 6475456.222407488 1866805.511065514 0, 6475455.3847533725 1866802.8139562528 0, 6475454.135181838 1866800.2812435243 0, 6475452.504509272 1866797.9753879847 0, 6475450.532950611 1866795.9532556373 0, 6475448.269127574 1866794.2647154278 0, 6475445.768869575 1866792.9514093979 0, 6475443.093836889 1866792.0457257277 0, 6475440.310000002 1866791.5699999928 0, 6475376.939999998 1866790.1899999976 0, 6475375.370000005 1866790.1299999952 0, 6475374.409999996 1866789.650000006 0, 6475372.359999999 1866790.0600000024 0, 6475356.341053343 1866791.1806343147 0, 6475340.682208171 1866794.7391510196 0, 6475325.752247438 1866800.6517431517 0, 6475311.902788066 1866808.7791626912 0, 6475299.459999993 1866818.9300000072 0, 6475280.310000002 1866899.6700000018 0, 6475258.700000003 1867008.3400000036 0, 6475244.069999993 1867084.6200000048 0, 6475457.519999996 1867085.7399999946 0, 6475456.540000007 1866906.5100000054 0))"
103,004542013000,004-542-013-000,0.15,11,002000,0,,6675.05525,332.959065989,"POLYGON Z ((6476652.930000007 1866253.4699999988 0, 6476553.909999996 1866245.5699999928 0, 6476548.939999998 1866312.4300000072 0, 6476647.579999998 1866320.8400000036 0, 6476652.930000007 1866253.4699999988 0))"
104,004561009000,004-561-009-000,0.14,11,002000,0,0045610900 CONVERTED    12/01/87,6118.4407,343.496831154,"POLYGON Z ((6476537.769999996 1865751.650000006 0, 6476416.730000004 1865741.8299999982 0, 6476414.819999993 1865764.3100000024 0, 6476412.459999993 1865792.0400000066 0, 6476533.239999995 1865801.9300000072 0, 6476537.769999996 1865751.650000006 0))"
105,004561010000,004-561-010-000,0.14,11,002000,0,0045611000 CONVERTED    12/01/87,6047.27795,342.626288045,"POLYGON Z ((6476542.069999993 1865703.6099999994 0, 6476421.069999993 1865690.7399999946 0, 6476420.540000007 1865697.0199999958 0, 6476416.730000004 1865741.8299999982 0, 6476537.769999996 1865751.650000006 0, 6476542.069999993 1865703.6099999994 0))"
106,004562007000,004-562-007-000,0.2,11,002023,0,0045620700 CONVERTED    12/01/87,8620.00755,400.910249841,"POLYGON Z ((6476874.239999995 1865792.4300000072 0, 6476759.109999999 1865782.4099999964 0, 6476736.829999998 1865780.9300000072 0, 6476732.079999998 1865831.4599999934 0, 6476730.980000004 1865842.3199999928 0, 6476869.120000005 1865854.8599999994 0, 6476874.239999995 1865792.4300000072 0))"
107,004562008000,004-562-008-000,0.13,11,002023,0,,5550.843,327.318906812,"POLYGON Z ((6476878.659999996 1865744.1299999952 0, 6476763.239999995 1865735.1099999994 0, 6476759.109999999 1865782.4099999964 0, 6476874.239999995 1865792.4300000072 0, 6476878.659999996 1865744.1299999952 0))"
108,004563004000,004-563-004-000,0.22,11,002023,0,0045630400 CONVERTED    12/01/87,9775.71775,438.050002547,"POLYGON Z ((6477219.189999998 1866057.400000006 0, 6477063.099999994 1866045.5799999982 0, 6477057.519999996 1866106.7199999988 0, 6477092.239999995 1866109.8100000024 0, 6477213.549999997 1866120.6200000048 0, 6477219.189999998 1866057.400000006 0))"
109,004563005000,004-563-005-000,0.19,11,002023,0,,8493.69235,421.544924213,"POLYGON Z ((6477224.040000007 1866003.0100000054 0, 6477068 1865991.8400000036 0, 6477063.099999994 1866045.5799999982 0, 6477219.189999998 1866057.400000006 0, 6477224.040000007 1866003.0100000054 0))"
110,004581008000,004-581-008-000,0.18,11,002000,0,0045810800 CONVERTED    12/01/87,7684.8582875,366.437223776,"POLYGON Z ((6475726.430000007 1865014.7300000042 0, 6475730.538934621 1864991.9941247213 0, 6475736.890000001 1864969.7800000012 0, 6475617.450000003 1864960.4300000072 0, 6475612.340000004 1865027.5300000012 0, 6475724.019999996 1865035.7399999946 0, 6475726.430000007 1865014.7300000042 0))"
111,004581010000,004-581-010-000,0.33,2122,002000,0,0045811000 CONVERTED    12/01/87,14208.8696188,485.485007351,"POLYGON Z ((6475766.379999995 1864914.650000006 0, 6475649.129999995 1864815.6800000072 0, 6475638.992553623 1864835.7320418265 0, 6475631.247741683 1864856.8239855038 0, 6475625.999974791 1864878.6714829053 0, 6475623.319999993 1864900.9800000042 0, 6475617.450000003 1864960.4300000072 0, 6475736.890000001 1864969.7800000012 0, 6475745.029533436 1864950.5318486982 0, 6475754.886796731 1864932.104214736 0, 6475766.379999995 1864914.650000006 0))"
112,004592007000,004-592-007-000,0.26,11,002000,0,0045920700 CONVERTED    12/01/87,11374.1531766,427.202263065,"POLYGON Z ((6476459.780000001 1864828.5400000066 0, 6476463.270087873 1864828.4540704829 0, 6476466.713363768 1864827.8779208937 0, 6476470.0413166825 1864826.8230149115 0, 6476473.187730201 1864825.3103420436 0, 6476476.090000004 1864823.3700000048 0, 6476556.230000004 1864756.799999997 0, 6476558.748396181 1864751.092108406 0, 6476560.245370367 1864745.035590099 0, 6476560.676122061 1864738.8117007448 0, 6476560.027759998 1864732.6067049871 0, 6476558.31968795 1864726.6063020343 0, 6476555.603024023 1864720.99006817 0, 6476551.959070823 1864715.926082507 0, 6476547.49688229 1864711.5658968214 0, 6476542.349999994 1864708.0400000066 0, 6476540.280000001 1864706.9599999934 0, 6476436.760000005 1864709.5199999958 0, 6476435.349999994 1864828.6099999994 0, 6476459.780000001 1864828.5400000066 0))"
113,004593022000,004-593-022-000,0.15,11,002000,0,0045932200 CONVERTED    12/01/87,6642.2979,345.629954192,"POLYGON Z ((6476527.069999993 1865008.4200000018 0, 6476453.859999999 1864917.8100000024 0, 6476409.530000001 1864955.9800000042 0, 6476482.120000005 1865043.4399999976 0, 6476527.069999993 1865008.4200000018 0))"
114,004602007000,004-602-007-000,0.21,11,002000,0,0046020700 CONVERTED    12/01/87,9269.0689,431.50533296,"POLYGON Z ((6477276.939999998 1865407.2099999934 0, 6477121.049999997 1865393.3900000006 0, 6477115.870000005 1865451.799999997 0, 6477271.730000004 1865466.7699999958 0, 6477276.939999998 1865407.2099999934 0))"
115,004602008000,004-602-008-000,0.22,11,002000,0,0046020800 CONVERTED    12/01/87,9602.76215,435.686223019,"POLYGON Z ((6477282.340000004 1865345.4899999946 0, 6477126.409999996 1865332.8400000036 0, 6477121.049999997 1865393.3900000006 0, 6477276.939999998 1865407.2099999934 0, 6477282.340000004 1865345.4899999946 0))"
116,004620016000,004-620-016-000,0.02,12E,002000,0,0046201600 CONVERTED    12/01/87,1141.6611,144.917463667,"POLYGON Z ((6474708.030000001 1868719.8199999928 0, 6474709.099999994 1868677.0100000054 0, 6474686.060000002 1868676.650000006 0, 6474684.769999996 1868726.0199999958 0, 6474707.569999993 1868726.6599999964 0, 6474708.030000001 1868719.8199999928 0))"
117,004620033000,004-620-033-000,0.03,12,002000,0,,1229.43915,149.234129148,"POLYGON Z ((6474720.480000004 1868586.4699999988 0, 6474698.959999993 1868575.2099999934 0, 6474675.920000002 1868619.9599999934 0, 6474698.189999998 1868630.9699999988 0, 6474720.480000004 1868586.4699999988 0))"
118,004620035000,004-620-035-000,0.03,12,002000,0,0046203500 CONVERTED    12/01/87,1237.8303,149.342765689,"POLYGON Z ((6474780.680000007 1868602.2699999958 0, 6474758.409999996 1868590.7600000054 0, 6474735.609999999 1868635.25 0, 6474757.629999995 1868646.2600000054 0, 6474780.680000007 1868602.2699999958 0))"
119,004650018000,004-650-018-000,0.1,12E,002014,0,0046501800 CONVERTED    12/01/87,4422.9702,290.257364329,"POLYGON Z ((6477135 1867533.9399999976 0, 6477096.290000007 1867536.8100000024 0, 6477097.400000006 1867555.7600000054 0, 6477090.719999999 1867555.9099999964 0, 6477095.659999996 1867634.0600000024 0, 6477115.909999996 1867634.0400000066 0, 6477142.340000004 1867634.4599999934 0, 6477135 1867533.9399999976 0))"
120,004660001000,004-660-001-000,0.2,70,002000,0,WAS PTN 004373005 PARCEL A COMMON AREA,8682.3775,638.113954848,"POLYGON Z ((6474283.519999996 1866380.8599999994 0, 6474264.609999999 1866377 0, 6474260.140000001 1866401.0199999958 0, 6474248.920000002 1866398.9300000072 0, 6474247.680000007 1866405.6099999994 0, 6474234.359999999 1866403.1299999952 0, 6474221.450000003 1866400.7300000042 0, 6474222.730000004 1866393.8400000036 0, 6474211.400000006 1866391.7300000042 0, 6474215.920000002 1866367.4300000072 0, 6474203.290000007 1866364.9899999946 0, 6474192.430000007 1866362.8100000024 0, 6474187.950000003 1866386.849999994 0, 6474176.719999999 1866384.7600000054 0, 6474175.489999995 1866391.3700000048 0, 6474162.489999995 1866388.950000003 0, 6474149.290000007 1866386.4899999946 0, 6474150.569999993 1866379.5900000036 0, 6474139.239999995 1866377.4800000042 0, 6474143.780000001 1866353.099999994 0, 6474138.579999998 1866352.1299999952 0, 6474140.090000004 1866344.0400000066 0, 6474141.909999996 1866344.3799999952 0, 6474144.560000002 1866330.1400000006 0, 6474124.260000005 1866326.450000003 0, 6474116.670000002 1866362.5799999982 0, 6474112.387782612 1866388.517496491 0, 6474109.620000005 1866414.6599999964 0, 6474270.340000004 1866445.6099999994 0, 6474283.519999996 1866380.8599999994 0))"
121,004660002000,004-660-002-000,0.03,12E,002000,0,WAS PTN 004373005,1382.4466,169.802596763,"POLYGON Z ((6474172.859999999 1866335.5900000036 0, 6474144.560000002 1866330.1400000006 0, 6474141.909999996 1866344.3799999952 0, 6474140.090000004 1866344.0400000066 0, 6474138.579999998 1866352.1299999952 0, 6474143.780000001 1866353.099999994 0, 6474139.239999995 1866377.4800000042 0, 6474150.569999993 1866379.5900000036 0, 6474149.290000007 1866386.4899999946 0, 6474162.489999995 1866388.950000003 0, 6474172.859999999 1866335.5900000036 0))"
122,004670021000,004-670-021-000,0.15,111E,002000,0,90I17RM6 WAS A PTN OF 004081014,6571.78815,388.297101453,"POLYGON Z ((6473877.5 1870482.9599999934 0, 6473875.5 1870478.3299999982 0, 6473941.049999997 1870450.6800000072 0, 6473926.549999997 1870417.2399999946 0, 6473856.159999996 1870436.8199999928 0, 6473857.109999999 1870441.5400000066 0, 6473791.849999994 1870460.6599999964 0, 6473800.040000007 1870486.7300000042 0, 6473808.489999995 1870512.700000003 0, 6473877.5 1870482.9599999934 0))"
123,004690007000,004-690-007-000,0.1,11,002014,0,WAS PTN 004101010,4294.3317209,280.998677823,"POLYGON Z ((6473333.140000001 1869441.4099999964 0, 6473332.577500001 1869345.696875006 0, 6473310.101249993 1869346.0606250018 0, 6473287.908124998 1869346.168750003 0, 6473287.819999993 1869441.4599999934 0, 6473333.140000001 1869441.4099999964 0))"
124,004690008000,004-690-008-000,0.1,11,002023,0,WAS PTN 004101010 AND PTN 004102017,4218.91696016,279.476949451,"POLYGON Z ((6473377.140000001 1869441.349999994 0, 6473376.587500006 1869345.606250003 0, 6473340.057500005 1869345.3931249976 0, 6473332.577500001 1869345.696875006 0, 6473333.140000001 1869441.4099999964 0, 6473377.140000001 1869441.349999994 0))"
125,004710003000,004-710-003-000,0.02,12E,002000,0,WAS 004700002,777.8697,128.706976616,"POLYGON Z ((6473331.989999995 1870644.4800000042 0, 6473317.590000004 1870610.5699999928 0, 6473316.730000004 1870610.9300000072 0, 6473314.760000005 1870610.150000006 0, 6473310.930000007 1870611.7699999958 0, 6473310.140000001 1870613.7300000042 0, 6473295.719999999 1870619.8599999994 0, 6473298.849999994 1870627.2199999988 0, 6473299.310000002 1870627.0400000066 0, 6473301.400000006 1870631.9399999976 0, 6473304.390000001 1870630.6800000072 0, 6473304.489999995 1870630.900000006 0, 6473308.010000005 1870629.400000006 0, 6473309.290000007 1870632.400000006 0, 6473307.900000006 1870632.9899999946 0, 6473306.670000002 1870636.0400000066 0, 6473313.579999998 1870652.3100000024 0, 6473331.989999995 1870644.4800000042 0))"
126,004710019000,004-710-019-000,0.02,12E,002000,0,WAS 004700018,840.7452,132.257834438,"POLYGON Z ((6473404.549999997 1870551.849999994 0, 6473405.459999993 1870551.4699999988 0, 6473405.140000001 1870550.700000003 0, 6473406.519999996 1870550.1200000048 0, 6473403.790000007 1870543.6700000018 0, 6473401.480000004 1870544.650000006 0, 6473399.200000003 1870539.2900000066 0, 6473402.230000004 1870538 0, 6473398.379999995 1870528.9399999976 0, 6473379.579999998 1870536.9300000072 0, 6473381.079999998 1870540.4599999934 0, 6473362.950000003 1870548.1599999964 0, 6473370.650000006 1870566.2600000054 0, 6473404.549999997 1870551.849999994 0))"
