,ASMT,ASMTWithDa,Acres,LandUse1,TRA,floor,Notes,Shape_STAr,Shape_STLe,geometry
19,001064009000,001-064-009-000,0.16,212,002014,0,,6802.65225,331.813051378,"POLYGON Z ((6474467.090000004 1875155.4399999976 0, 6474435.900000006 1875148.200000003 0, 6474395.480000004 1875139.700000003 0, 6474382.219999999 1875199.6400000006 0, 6474375.459999993 1875231.1899999976 0, 6474446.909999996 1875245.2199999988 0, 6474467.090000004 1875155.4399999976 0))"
20,001065014000,001-065-014-000,0.2,212,002014,0,0010651400 CONVERTED    12/01/87,8673.2859,448.745173199,"POLYGON Z ((6474827.769999996 1875497.200000003 0, 6474779.379999995 1875486.6400000006 0, 6474740.859999999 1875656.8599999994 0, 6474789.370000005 1875667.8799999952 0, 6474827.769999996 1875497.200000003 0))"
21,001065015000,001-065-015-000,0.2,213,002014,0,0010651500 CONVERTED    12/01/87,8849.73375,450.156226073,"POLYGON Z ((6474779.379999995 1875486.6400000006 0, 6474730.079999998 1875475.8799999952 0, 6474711.099999994 1875558.3700000048 0, 6474691.049999997 1875645.5400000066 0, 6474740.859999999 1875656.8599999994 0, 6474779.379999995 1875486.6400000006 0))"
22,001065016000,001-065-016-000,0.1,11,002014,0,0010651600 CONVERTED    12/01/87,4336.6325,271.591552386,"POLYGON Z ((6474730.079999998 1875475.8799999952 0, 6474680.090000004 1875464.349999994 0, 6474661.090000004 1875546.400000006 0, 6474711.099999994 1875558.3700000048 0, 6474730.079999998 1875475.8799999952 0))"
23,001066016000,001-066-016-000,0.17,11,002014,0,,7188.1932,341.53743293,"POLYGON Z ((6474883.290000007 1875249.049999997 0, 6474840.040000007 1875238.7699999958 0, 6474811.25 1875232.3799999952 0, 6474788.579999998 1875325.4399999976 0, 6474862.239999995 1875342.8400000036 0, 6474883.290000007 1875249.049999997 0))"
24,001071014000,001-071-014-000,0.12,11,002014,0,,5434.2655,308.615768253,"POLYGON Z ((6475190.900000006 1875703.7300000042 0, 6475138.239999995 1875691.3100000024 0, 6475093.489999995 1875680.75 0, 6475081.379999995 1875734.3299999982 0, 6475178.709999993 1875756.1800000072 0, 6475190.900000006 1875703.7300000042 0))"
25,001071017000,001-071-017-000,0.11,11,002014,0,0010711700 CONVERTED    12/01/87,5087.1624,300.726448877,"POLYGON Z ((6475119.549999997 1875796.0600000024 0, 6475069.969999999 1875784.7600000054 0, 6475048.140000001 1875881.4200000018 0, 6475098.879999995 1875892.6800000072 0, 6475119.549999997 1875796.0600000024 0))"
26,001073004000,001-073-004-000,0.17,2144,002014,0,0010730400 CONVERTED    12/01/87,7372.11495,398.870161483,"POLYGON Z ((6475713.519999996 1875877.2099999934 0, 6475665.590000004 1875866.2199999988 0, 6475632.909999996 1876013.0100000054 0, 6475680.5 1876024.0100000054 0, 6475713.519999996 1875877.2099999934 0))"
27,001074002000,001-074-002-000,0.18,213,002014,0,0010740200 CONVERTED    12/01/87,7864.794,407.234382276,"POLYGON Z ((6476107.700000003 1875966.3900000006 0, 6476057.090000004 1875954.3700000048 0, 6476046.519999996 1876002.5100000054 0, 6476024.459999993 1876103.0400000066 0, 6476074.840000004 1876114.1899999976 0, 6476107.700000003 1875966.3900000006 0))"
28,001074003000,001-074-003-000,0.17,11,002014,0,RINCON JOSE L DOD 5/14/87,7393.1152,399.968712683,"POLYGON Z ((6476156.060000002 1875977.8799999952 0, 6476107.700000003 1875966.3900000006 0, 6476074.840000004 1876114.1899999976 0, 6476121.900000006 1876124.6099999994 0, 6476156.060000002 1875977.8799999952 0))"
29,001080001000,001-080-001-000,1.34,60,002014,0,,58505.934,2192.34123736,"POLYGON Z ((6476516.629999995 1876293.9899999946 0, 6476627.930000007 1876210.9800000042 0, 6476744.799999997 1876121.8700000048 0, 6476817.939999998 1876067.1599999964 0, 6476870.640000001 1876027.4200000018 0, 6476919.370000005 1875990.8900000006 0, 6476991.060000002 1875935.150000006 0, 6477024.670000002 1875908.0699999928 0, 6477158.069999993 1875809.9300000072 0, 6477213.829999998 1875768.1200000048 0, 6477179.680000007 1875724.0799999982 0, 6477130.090000004 1875761.150000006 0, 6477000 1875859.4399999976 0, 6476907.980000004 1875928.549999997 0, 6476810.510000005 1876001.1599999964 0, 6476736.659999996 1876054.8900000006 0, 6476579.019999996 1876174.0900000036 0, 6476388.370000005 1876316.7900000066 0, 6476368.849999994 1876404.6299999952 0, 6476516.629999995 1876293.9899999946 0))"
30,001083021000,001-083-021-000,0.16,11,002014,0,WAS 011083020 & PTN 019,7326.16241562,372.846844736,"POLYGON Z ((6476872.226875007 1876087.0912500024 0, 6476817.939999998 1876067.1599999964 0, 6476744.799999997 1876121.8700000048 0, 6476886.370000005 1876153.0699999928 0, 6476896.469999999 1876106.4899999946 0, 6476872.226875007 1876087.0912500024 0))"
31,001083022000,001-083-022-000,0.15,11,002014,0,WAS PTN 011083019,6648.75048438,615.695982934,"POLYGON Z ((6476896.469999999 1876106.4899999946 0, 6476932.969999999 1876082.599999994 0, 6477000.620000005 1876121.75 0, 6477083.980000004 1876142.2300000042 0, 6477086.390000001 1876131.200000003 0, 6477003.810000002 1876109.799999997 0, 6476870.640000001 1876027.4200000018 0, 6476817.939999998 1876067.1599999964 0, 6476872.226875007 1876087.0912500024 0, 6476896.469999999 1876106.4899999946 0))"
32,001084002000,001-084-002-000,0.44,216,002014,0,,19278.58945,671.885550614,"POLYGON Z ((6477000 1875859.4399999976 0, 6477130.090000004 1875761.150000006 0, 6476953.819999993 1875720.650000006 0, 6476907.980000004 1875928.549999997 0, 6477000 1875859.4399999976 0))"
33,001085003000,001-085-003-000,0.19,11,002014,0,0010850300 CONVERTED    12/01/87,8237.29195,390.362272455,"POLYGON Z ((6477374.299999997 1876353.5 0, 6477244.450000003 1876323.6299999952 0, 6477231.569999993 1876380.8799999952 0, 6477360.150000006 1876416.8599999994 0, 6477374.299999997 1876353.5 0))"
34,001091015000,001-091-015-000,0.2,11,002014,0,0010911500 CONVERTED    12/01/87,8494.12955,374.230098642,"POLYGON Z ((6477636.980000004 1875946.4699999988 0, 6477529.730000004 1875922.4300000072 0, 6477513.189999998 1875999.3299999982 0, 6477620.370000005 1876020.9599999934 0, 6477636.980000004 1875946.4699999988 0))"
35,001091019000,001-091-019-000,0.18,212,002014,0,,7832.5784,384.169893176,"POLYGON Z ((6477596.519999996 1876245.7099999934 0, 6477466.950000003 1876215.4599999934 0, 6477453.409999996 1876272.7399999946 0, 6477583.599999994 1876302.8900000006 0, 6477596.519999996 1876245.7099999934 0))"
36,001092008000,001-092-008-000,0.15,111E,002014,0,0010920800 CONVERTED    12/01/87,6601.02259141,350.417584052,"POLYGON Z ((6477999.219999999 1876523.9800000042 0, 6477992.608975549 1876526.8076515663 0, 6477985.621835466 1876528.5050410558 0, 6477978.450343741 1876529.0255831482 0, 6477971.2913239505 1876528.3549914213 0, 6477964.341257374 1876526.5116704511 0, 6477957.79089051 1876523.5462106918 0, 6477951.819999993 1876519.5400000066 0, 6477883.959999993 1876598.1700000018 0, 6477979.549999997 1876620.1299999952 0, 6477999.219999999 1876523.9800000042 0))"
37,001092009000,001-092-009-000,0.23,111,002014,0,0010920900 CONVERTED    12/01/87,9967.93028906,398.535216096,"POLYGON Z ((6477951.819999993 1876519.5400000066 0, 6477947.140827764 1876515.2131805874 0, 6477943.250310161 1876510.1654195176 0, 6477940.257811233 1876504.5386114346 0, 6477938.247451355 1876498.490928226 0, 6477937.275742567 1876492.1923727512 0, 6477937.370000005 1876485.8199999928 0, 6477848.950000003 1876480.150000006 0, 6477840.620000005 1876516.2099999934 0, 6477824.840000004 1876584.5699999928 0, 6477883.959999993 1876598.1700000018 0, 6477951.819999993 1876519.5400000066 0))"
38,001093007000,001-093-007-000,0.13,111,002000,0,0010930700 CONVERTED    12/01/87,5819.32105,313.240535252,"POLYGON Z ((6478246.799999997 1876335.2699999958 0, 6478152.829999998 1876313.6400000006 0, 6478139.590000004 1876373.099999994 0, 6478232.859999999 1876393.9599999934 0, 6478246.799999997 1876335.2699999958 0))"
39,001120008000,001-120-008-000,0.16,11,002000,0,0011200800 CONVERTED    12/01/87,6829.88845,350.44061644,"POLYGON Z ((6474651.569999993 1874685.549999997 0, 6474537.700000003 1874659.8700000048 0, 6474524.799999997 1874717.1200000048 0, 6474638.659999996 1874742.4800000042 0, 6474651.569999993 1874685.549999997 0))"
40,001122014000,001-122-014-000,0.14,11,002014,0,0011221400 CONVERTED    12/01/87,6085.5432,327.534402643,"POLYGON Z ((6474921.840000004 1874619.7800000012 0, 6474818.359999999 1874596.0900000036 0, 6474804.810000002 1874650.7099999934 0, 6474909.129999995 1874676.099999994 0, 6474921.840000004 1874619.7800000012 0))"
41,001123009000,001-123-009-000,0.15,11,002014,0,,6377.78165,338.725461658,"POLYGON Z ((6475258.530000001 1874809.400000006 0, 6475148.159999996 1874784.1200000048 0, 6475135.170000002 1874839.3900000006 0, 6475244.870000005 1874864.0100000054 0, 6475258.530000001 1874809.400000006 0))"
42,001123011000,001-123-011-000,0.15,11,002014,0,0011231100 CONVERTED    12/01/87,6544.0869,343.285691695,"POLYGON Z ((6475285.939999998 1874699.8799999952 0, 6475173.980000004 1874674.1899999976 0, 6475160.819999993 1874730.2199999988 0, 6475272.150000006 1874754.9899999946 0, 6475285.939999998 1874699.8799999952 0))"
43,001124003000,001-124-003-000,0.14,11,002000,0,0011240300 CONVERTED    12/01/87,5929.1184,319.000699525,"POLYGON Z ((6474146.519999996 1874869.5300000012 0, 6474048.620000005 1874847.450000003 0, 6474035.760000005 1874905.2300000042 0, 6474134.040000007 1874926.9800000042 0, 6474146.519999996 1874869.5300000012 0))"
44,001125009000,001-125-009-000,0.17,11,002000,0,0011250900 CONVERTED    12/01/87,7347.42782305,351.34676799,"POLYGON Z ((6474288.439999998 1875000.150000006 0, 6474174.370000005 1874973.3900000006 0, 6474164.930000007 1875018.1599999964 0, 6474165.320571253 1875022.11380995 0, 6474166.329314963 1875025.9566728382 0, 6474167.931024207 1875029.5925615253 0, 6474170.085674776 1875032.9306208375 0, 6474172.739425321 1875035.8874378914 0, 6474175.825962766 1875038.3891264517 0, 6474179.268159363 1875040.3731732324 0, 6474182.980000004 1875041.7900000066 0, 6474274.549999997 1875061.5600000024 0, 6474288.439999998 1875000.150000006 0))"
45,001125010000,001-125-010-000,0.17,11,002000,0,0011251000 CONVERTED    12/01/87,7309.97502422,351.229113407,"POLYGON Z ((6474393.109999999 1875066.700000003 0, 6474402.620000005 1875024.8299999982 0, 6474288.439999998 1875000.150000006 0, 6474274.549999997 1875061.5600000024 0, 6474366.140000001 1875082.1800000072 0, 6474369.535564961 1875082.86115072 0, 6474372.996250716 1875082.9933694804 0, 6474376.4338893 1875082.5732877485 0, 6474379.76089992 1875081.6116079558 0, 6474382.892520257 1875080.132830839 0, 6474385.748965951 1875078.174631234 0, 6474388.257463274 1875075.7868982349 0, 6474390.354103185 1875073.0304641663 0, 6474391.985469546 1875069.975554758 0, 6474393.109999999 1875066.700000003 0))"
46,001125011000,001-125-011-000,0.18,11,002000,0,0011251100 CONVERTED    12/01/87,7839.05985,367.867100219,"POLYGON Z ((6474417.349999994 1874959.950000003 0, 6474303.370000005 1874934.1599999964 0, 6474288.439999998 1875000.150000006 0, 6474402.620000005 1875024.8299999982 0, 6474417.349999994 1874959.950000003 0))"
47,001141010000,001-141-010-000,0.41,212,002014,0,0011411000 CONVERTED    12/01/87,17775.50625,535.52512695,"POLYGON Z ((6477269.950000003 1875290.2099999934 0, 6477149.420000002 1875262.0799999982 0, 6477129.489999995 1875257.7699999958 0, 6477114.730000004 1875323.4599999934 0, 6477102.319999993 1875376.400000006 0, 6477246.409999996 1875409.6899999976 0, 6477269.950000003 1875290.2099999934 0))"
48,001141011000,001-141-011-000,0.17,11,002014,0,0011411100 CONVERTED    12/01/87,7433.3117,367.215701865,"POLYGON Z ((6477283.689999998 1875230.8900000006 0, 6477163.739999995 1875204.1599999964 0, 6477149.420000002 1875262.0799999982 0, 6477269.950000003 1875290.2099999934 0, 6477283.689999998 1875230.8900000006 0))"
49,001142013000,001-142-013-000,0.2,212,002014,0,,8916.58812871,429.494298507,"POLYGON Z ((6477616 1875334.0400000066 0, 6477611.180194962 1875329.083496812 0, 6477607.290113425 1875323.3681919067 0, 6477604.446965892 1875317.066290874 0, 6477602.736418112 1875310.3676737917 0, 6477602.21000992 1875303.474174032 0, 6477602.883602315 1875296.593496899 0, 6477604.736899549 1875289.9329613438 0, 6477607.71406066 1875283.6932533185 0, 6477611.72538199 1875278.0623789888 0, 6477616.650000006 1875273.2099999934 0, 6477618.370000005 1875264.400000006 0, 6477489.159999996 1875236.6400000006 0, 6477474.519999996 1875302.5799999982 0, 6477618.670000002 1875336.450000003 0, 6477617.402977298 1875335.1696890574 0, 6477616 1875334.0400000066 0))"
50,001144001000,001-144-001-000,0.68,51,002014,0,0011440100 CONVERTED    12/01/87,29478.6747,722.188239553,"POLYGON Z ((6476821.700000003 1874966.2600000054 0, 6476698.069999993 1874939.4599999934 0, 6476648.379999995 1875168.8799999952 0, 6476767.840000004 1875198.0600000024 0, 6476821.700000003 1874966.2600000054 0))"
51,001151003000,001-151-003-000,0.14,111,002014,0,0011510300 CONVERTED    12/01/87,6057.97875,339.136718901,"POLYGON Z ((6477475.810000002 1875656.7900000066 0, 6477425.829999998 1875645.3700000048 0, 6477399.120000005 1875760.6400000006 0, 6477448.859999999 1875772.1700000018 0, 6477475.810000002 1875656.7900000066 0))"
52,001152023000,001-152-023-000,0.14,11,002014,0,0011522300 CONVERTED    12/01/87,5921.47618223,401.903022716,"POLYGON Z ((6477783.060000002 1875417.4300000072 0, 6477792.540000007 1875373.650000006 0, 6477801.870000005 1875330.599999994 0, 6477712.519999996 1875396.2699999958 0, 6477701.799999997 1875441.799999997 0, 6477721.780000001 1875446.5100000054 0, 6477723.133070639 1875446.8500544948 0, 6477724.523704919 1875446.9621861493 0, 6477725.913779838 1875446.843320979 0, 6477727.265187727 1875446.4967175669 0, 6477728.540880941 1875445.9318777374 0, 6477729.705887483 1875445.1642860724 0, 6477730.728269736 1875444.2149854153 0, 6477731.579999998 1875443.1099999994 0, 6477735.109999999 1875426.2699999958 0, 6477759.689999998 1875431.4300000072 0, 6477755.269999996 1875452.5100000054 0, 6477774.560000002 1875456.6400000006 0, 6477783.060000002 1875417.4300000072 0))"
53,001155006000,001-155-006-000,0.14,111,002014,0,0011550600 CONVERTED    12/01/87,6231.9419,329.792662101,"POLYGON Z ((6478564 1875714.0100000054 0, 6478567.5 1875699.5 0, 6478464.420000002 1875674.7099999934 0, 6478450.519999996 1875731.8700000048 0, 6478554 1875756.5 0, 6478564 1875714.0100000054 0))"
54,001155009000,001-155-009-000,0.14,111,002014,0,0011550900 CONVERTED    12/01/87,6189.53065,328.095336855,"POLYGON Z ((6478601 1875541.5 0, 6478605.5 1875522.5 0, 6478503.030000001 1875498.0400000066 0, 6478490.549999997 1875555.6899999976 0, 6478592.5 1875580 0, 6478601 1875541.5 0))"
55,001162009000,001-162-009-000,0.14,11,002014,0,,6116.68815,330.91851264,"POLYGON Z ((6475153.5 1874097.6800000072 0, 6475045.920000002 1874075.5100000054 0, 6475033.829999998 1874129.3599999994 0, 6475140.870000005 1874152.599999994 0, 6475153.5 1874097.6800000072 0))"
56,001162010000,001-162-010-000,0.14,11,002014,0,0011621000 CONVERTED    12/01/87,6029.067,329.560798364,"POLYGON Z ((6475165.769999996 1874044.8799999952 0, 6475058.299999997 1874021.400000006 0, 6475045.920000002 1874075.5100000054 0, 6475153.5 1874097.6800000072 0, 6475165.769999996 1874044.8799999952 0))"
57,009570013000,009-570-013-000,0.05,12E,003000,0,,2387.9596,210.201142866,"POLYGON Z ((6429956.980000004 1947723.6200000048 0, 6429946.799999997 1947707.5199999958 0, 6429941.730000004 1947710.7399999946 0, 6429932.609999999 1947696.3400000036 0, 6429928.390000001 1947699.0199999958 0, 6429879.379999995 1947730.0400000066 0, 6429898.680000007 1947760.5400000066 0, 6429956.980000004 1947723.6200000048 0))"
58,009570014000,009-570-014-000,0.06,12E,003000,0,0095701400 CONVERTED    12/01/87,2510.322,214.068149604,"POLYGON Z ((6429972.25 1947758.9699999988 0, 6429962.090000004 1947742.9200000018 0, 6429967.159999996 1947739.700000003 0, 6429956.980000004 1947723.6200000048 0, 6429898.680000007 1947760.5400000066 0, 6429919.019999996 1947792.6700000018 0, 6429972.25 1947758.9699999988 0))"
59,009570015000,009-570-015-000,0.07,12,003000,0,0095701500 CONVERTED    12/01/87,2510.64425,214.081918533,"POLYGON Z ((6430036.150000006 1947698.349999994 0, 6429990.879999995 1947646.2800000012 0, 6429976.510000005 1947658.7699999958 0, 6429980.450000003 1947663.299999997 0, 6429966.109999999 1947675.7600000054 0, 6430007.439999998 1947723.3100000024 0, 6430036.150000006 1947698.349999994 0))"
60,009580040000,009-580-040-000,1.8,41,003002,0,WAS 009-58-036 AND 037,71054.0674,1098.01302139,"POLYGON Z ((6431828.950000003 1943281.4599999934 0, 6431672.870000005 1943140.6299999952 0, 6431446.370000005 1943390.9800000042 0, 6431597.370000005 1943533.6899999976 0, 6431828.950000003 1943281.4599999934 0))"
61,009600018000,009-600-018-000,1.05,215,003002,0,,45875.3514,901.345205659,"POLYGON Z ((6427051.670000002 1944125.599999994 0, 6426960.819999993 1943990.4800000042 0, 6426716.040000007 1944147.6800000072 0, 6426758.909999996 1944217.6899999976 0, 6426793.040000007 1944275.099999994 0, 6427051.670000002 1944125.599999994 0))"
62,009600020000,009-600-020-000,0.25,11,003002,0,WAS PTN 009600017,11099.243,463.407211852,"POLYGON Z ((6427235.530000001 1943768.6899999976 0, 6427174.049999997 1943827.2399999946 0, 6427132.75 1943873.4699999988 0, 6427155.450000003 1943886.7800000012 0, 6427300.489999995 1943898.0199999958 0, 6427235.530000001 1943768.6899999976 0))"
63,009601009000,009-601-009-000,0.18,111,003002,0,WAS PTN 009600017,7657.0459,358.899819444,"POLYGON Z ((6427623.340000004 1943993.849999994 0, 6427591.540000007 1943930.5799999982 0, 6427490.819999993 1943975.849999994 0, 6427512.840000004 1944016.2300000042 0, 6427524.349999994 1944036.950000003 0, 6427623.340000004 1943993.849999994 0))"
64,009602019000,009-602-019-000,0.24,11,003002,0,WAS PTN 009600017,10404.29695,461.690651429,"POLYGON Z ((6427250.810000002 1943570 0, 6427264.329999998 1943551.4200000018 0, 6427275.159999996 1943530.1200000048 0, 6427281.120000005 1943518.4899999946 0, 6427285.469999999 1943512.9200000018 0, 6427206.599999994 1943379.8199999928 0, 6427205.840000004 1943380.6200000048 0, 6427161.629999995 1943429.5900000036 0, 6427247.060000002 1943573.7600000054 0, 6427250.810000002 1943570 0))"
65,009620013000,009-620-013-000,0.05,12,003002,0,0096201300 CONVERTED    12/01/87,2188.7598,183.261615956,"POLYGON Z ((6427766.230000004 1944412.2800000012 0, 6427744.140000001 1944408.8799999952 0, 6427723.840000004 1944422.049999997 0, 6427721.329999998 1944449.1800000072 0, 6427732.510000005 1944467.1700000018 0, 6427759.680000007 1944472.5199999958 0, 6427766.230000004 1944412.2800000012 0))"
66,009650004000,009-650-004-000,0.02,12,003002,0,,787.1506,112.264985601,"POLYGON Z ((6427384.010000005 1944156.5900000036 0, 6427382.680000007 1944128.5199999958 0, 6427354.689999998 1944128.75 0, 6427356.010000005 1944156.8900000006 0, 6427384.010000005 1944156.5900000036 0))"
67,009680011000,009-680-011-000,0.38,11,003000,0,REMAP WAS 009370006,16682.5235,599.300971783,"POLYGON Z ((6422449.140000001 1946311.549999997 0, 6422536.709999993 1946236.9300000072 0, 6422493.469999999 1946185.4800000042 0, 6422430.799999997 1946243.8400000036 0, 6422409.810000002 1946226.099999994 0, 6422321.280000001 1946305.5199999958 0, 6422377 1946374.900000006 0, 6422449.140000001 1946311.549999997 0))"
68,009680014000,009-680-014-000,0.61,11,003002,0,REMAP WAS 009370032,26748.11915,675.295066296,"POLYGON Z ((6422825.090000004 1946419.9699999988 0, 6422967.469999999 1946365.0100000054 0, 6423002.019999996 1946343.150000006 0, 6423020.489999995 1946327.2199999988 0, 6422936.510000005 1946220.6400000006 0, 6422757.409999996 1946346.2199999988 0, 6422817.969999999 1946420.4899999946 0, 6422825.090000004 1946419.9699999988 0))"
69,009680015000,009-680-015-000,0.61,11,003002,0,REMAP WAS 009370034,26543.2161,861.363246867,"POLYGON Z ((6422817.969999999 1946420.4899999946 0, 6422757.409999996 1946346.2199999988 0, 6422936.510000005 1946220.6400000006 0, 6422866.659999996 1946129.5400000066 0, 6422851.230000004 1946140.3400000036 0, 6422832.689999998 1946153.2600000054 0, 6422692.620000005 1946248.5400000066 0, 6422695.019999996 1946251.7099999934 0, 6422748.129999995 1946352.150000006 0, 6422802.879999995 1946421.599999994 0, 6422817.969999999 1946420.4899999946 0))"
70,009690008000,009-690-008-000,0.58,11,003000,0,REMAP WAS 009370059,25372.10305,634.131802973,"POLYGON Z ((6422423.909999996 1945800.299999997 0, 6422346.920000002 1945719.0400000066 0, 6422340.909999996 1945713.2199999988 0, 6422229.620000005 1945776.1700000018 0, 6422231.760000005 1945894.9800000042 0, 6422274.390000001 1945940.3599999994 0, 6422423.909999996 1945800.299999997 0))"
71,009690010000,009-690-010-000,0.75,11,003000,0,REMAP WAS 009370053,32718.53715,745.191690539,"POLYGON Z ((6422091.209999993 1945777.8700000048 0, 6422107.310000002 1945774.5 0, 6422083.040000007 1945693.1899999976 0, 6422063.629999995 1945649.599999994 0, 6422015.140000001 1945667.7099999934 0, 6421901.689999998 1945621.8299999982 0, 6421835.969999999 1945713.9899999946 0, 6421882.890000001 1945801.3900000006 0, 6422091.209999993 1945777.8700000048 0))"
72,009690011000,009-690-011-000,0.86,11,003000,0,REMAP WAS 009370054,37379.73255,896.260631373,"POLYGON Z ((6421901.689999998 1945621.8299999982 0, 6422015.140000001 1945667.7099999934 0, 6422063.629999995 1945649.599999994 0, 6421998.569999993 1945455.8799999952 0, 6421779.310000002 1945564.4599999934 0, 6421835.969999999 1945713.9899999946 0, 6421901.689999998 1945621.8299999982 0))"
73,009700006000,009-700-006-000,0.05,12E,003002,0,90I17R/M12 WAS A PTN OF 009490021,2223.4145,196.228153889,"POLYGON Z ((6424699.340000004 1946987.6800000072 0, 6424682.420000002 1946948.1700000018 0, 6424633.709999993 1946975.1700000018 0, 6424644.760000005 1947000.9699999988 0, 6424653.609999999 1946996.4099999964 0, 6424659.489999995 1947009.3199999928 0, 6424699.340000004 1946987.6800000072 0))"
74,009710009000,009-710-009-000,0.17,11,003002,0,WAS A PTN OF 009490021,7317.5445,346.147593276,"POLYGON Z ((6424497.780000001 1946671.1299999952 0, 6424441.459999993 1946593.8900000006 0, 6424375.469999999 1946628.1099999994 0, 6424432.090000004 1946710.25 0, 6424497.780000001 1946671.1299999952 0))"
75,009722001000,009-722-001-000,0.18,111,003002,0,WAS PTN 009030014,7867.60003516,353.496367539,"POLYGON Z ((6429207.579999998 1947996.8493749946 0, 6429229.849999994 1947975.509375006 0, 6429260.469999999 1947940.3893750012 0, 6429271.353125006 1947925.7962500006 0, 6429228.040000007 1947879.3299999982 0, 6429149.123125002 1947955.606250003 0, 6429169.450000003 1947990.6693750024 0, 6429171.746166901 1947993.9500379958 0, 6429174.535359562 1947996.82328292 0, 6429177.74642435 1947999.215811923 0, 6429181.297445465 1948001.0665904458 0, 6429185.097834661 1948002.3284042436 0, 6429189.050642191 1948002.9690638427 0, 6429193.055030048 1948002.9722257105 0, 6429197.00884438 1948002.3378091864 0, 6429200.811221494 1948001.0819985392 0, 6429204.365160932 1947999.2368300988 0, 6429207.579999998 1947996.8493749946 0))"
76,009722002000,009-722-002-000,0.19,111,003002,0,WAS PTN 009030014,7791.39874883,361.5998733,"POLYGON Z ((6429287.620000005 1947904.3293749988 0, 6429315.980000004 1947871.7993749976 0, 6429319.076875001 1947869.6962500066 0, 6429242.230000004 1947786.3400000036 0, 6429206.269999996 1947827.5199999958 0, 6429228.040000007 1947879.3299999982 0, 6429271.353125006 1947925.7962500006 0, 6429287.620000005 1947904.3293749988 0))"
77,009722016000,009-722-016-000,0.19,111,003002,0,WAS PTN 009030014,8169.53362813,378.911856123,"POLYGON Z ((6429228.040000007 1947879.3299999982 0, 6429206.269999996 1947827.5199999958 0, 6429198.219999999 1947809.299999997 0, 6429111.933125004 1947892.9462500066 0, 6429149.123125002 1947955.606250003 0, 6429228.040000007 1947879.3299999982 0))"
78,009753022000,009-753-022-000,0.17,111E,003002,0,WAS PTN 009070001,7209.4695,346.419529791,"POLYGON Z ((6428769.189999998 1946313.25 0, 6428736.650000006 1946251.7900000066 0, 6428685.200000003 1946279.9399999976 0, 6428645.810000002 1946301.450000003 0, 6428678.269999996 1946363.0900000036 0, 6428769.189999998 1946313.25 0))"
79,009753024000,009-753-024-000,0.12,111E,003002,0,WAS PTN 009753001,5077.34635,297.466879177,"POLYGON Z ((6428685.200000003 1946279.9399999976 0, 6428644.069999993 1946196.3700000048 0, 6428635.040000007 1946199.7900000066 0, 6428604.620000005 1946213.7800000012 0, 6428588.280000001 1946222.2199999988 0, 6428645.810000002 1946301.450000003 0, 6428685.200000003 1946279.9399999976 0))"
80,009754013000,009-754-013-000,0.14,111,003002,0,WAS PTN 009070001,8172.42595,371.441428448,"POLYGON Z ((6428813.829999998 1947012.6099999994 0, 6428755.560000002 1946910.950000003 0, 6428695.799999997 1946948.799999997 0, 6428725.359999999 1947002.2099999934 0, 6428751 1947046.4399999976 0, 6428813.829999998 1947012.6099999994 0))"
81,009754016000,009-754-016-000,0.1,111E,003002,0,WAS PTN 009754006,4401.7887918,264.285640989,"POLYGON Z ((6428754.719999999 1946570.8599999994 0, 6428713.849999994 1946498.3299999982 0, 6428688.219999999 1946512.4899999946 0, 6428684.567360321 1946514.946936442 0, 6428681.394366534 1946517.9982351405 0, 6428678.796532208 1946521.5520457898 0, 6428676.852057441 1946525.5013914572 0, 6428675.619474882 1946529.7273888015 0, 6428675.135887774 1946534.1028267029 0, 6428675.415853072 1946538.4959955765 0, 6428676.450943252 1946542.774652099 0, 6428678.209999993 1946546.8100000024 0, 6428706.040000007 1946596.6200000048 0, 6428754.719999999 1946570.8599999994 0))"
82,009760002000,009-760-002-000,0.01,512,003002,0,WAS PTN 009193005,772.7844,131.313454489,"POLYGON Z ((6426909.390000001 1946931.8199999928 0, 6426915.540000007 1946937.1400000006 0, 6426933.430000007 1946911.1599999964 0, 6426914.739999995 1946896.2600000054 0, 6426900.579999998 1946916.6099999994 0, 6426898.760000005 1946919.25 0, 6426907.010000005 1946925.650000006 0, 6426904.540000007 1946929.2699999958 0, 6426902.640000001 1946927.799999997 0, 6426898.640000001 1946933.3100000024 0, 6426905.150000006 1946938.1299999952 0, 6426909.390000001 1946931.8199999928 0))"
83,009760008000,009-760-008-000,0.01,5121,003002,0,WAS PTN 009193005,717.4782,115.369186092,"POLYGON Z ((6426778.189999998 1947100.299999997 0, 6426774.780000001 1947095.8199999928 0, 6426787.579999998 1947085 0, 6426772.980000004 1947066.1899999976 0, 6426751.219999999 1947084.4300000072 0, 6426765.900000006 1947103.2600000054 0, 6426769.159999996 1947100.6299999952 0, 6426772.700000003 1947104.900000006 0, 6426778.189999998 1947100.299999997 0))"
